column_a,year,month,dayofmonth,dayofweek,deptime,crsdeptime,arrtime,crsarrtime,uniquecarrier,flightnum,tailnum,actualelapsedtime,crselapsedtime,airtime,arrdelay,depdelay,origin,dest,distance,taxiin,taxiout,cancelled,cancellationcode,diverted,carrierdelay,weatherdelay,nasdelay,securitydelay,lateaircraftdelay,yearmonth
323362  ,2008,1    ,3         ,4        ,1521.0 ,1454      ,1632.0 ,1630      ,EV           ,4161     ,N741EV ,131.0            ,156.0         ,112.0  ,2.0     ,27.0    ,ATL   ,AUS ,813     ,4.0   ,15.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
323363  ,2008,1    ,4         ,5        ,1510.0 ,1454      ,1632.0 ,1634      ,EV           ,4161     ,N868AS ,142.0            ,160.0         ,118.0  ,-2.0    ,16.0    ,ATL   ,AUS ,813     ,5.0   ,19.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
323364  ,2008,1    ,10        ,4        ,1519.0 ,1454      ,1638.0 ,1630      ,EV           ,4161     ,N759EV ,139.0            ,156.0         ,123.0  ,8.0     ,25.0    ,ATL   ,AUS ,813     ,2.0   ,14.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
323367  ,2008,1    ,17        ,4        ,1557.0 ,1454      ,1724.0 ,1630      ,EV           ,4161     ,N724EV ,147.0            ,156.0         ,132.0  ,54.0    ,63.0    ,ATL   ,AUS ,813     ,4.0   ,11.0   ,false    ,N               ,false   ,45.0        ,0.0         ,0.0     ,0.0          ,9.0              ,2008-01
323368  ,2008,1    ,18        ,5        ,1523.0 ,1454      ,1659.0 ,1630      ,EV           ,4161     ,N331CA ,156.0            ,156.0         ,132.0  ,29.0    ,29.0    ,ATL   ,AUS ,813     ,4.0   ,20.0   ,false    ,N               ,false   ,29.0        ,0.0         ,0.0     ,0.0          ,0.0              ,2008-01
323369  ,2008,1    ,20        ,7        ,1549.0 ,1454      ,1704.0 ,1630      ,EV           ,4161     ,N723EV ,135.0            ,156.0         ,120.0  ,34.0    ,55.0    ,ATL   ,AUS ,813     ,5.0   ,10.0   ,false    ,N               ,false   ,34.0        ,0.0         ,0.0     ,0.0          ,0.0              ,2008-01
323370  ,2008,1    ,24        ,4        ,1515.0 ,1454      ,1643.0 ,1630      ,EV           ,4161     ,N750EV ,148.0            ,156.0         ,124.0  ,13.0    ,21.0    ,ATL   ,AUS ,813     ,3.0   ,21.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
25201   ,2008,1    ,10        ,4        ,1542.0 ,1535      ,1652.0 ,1650      ,WN           ,2268     ,N321SW ,70.0             ,75.0          ,60.0   ,2.0     ,7.0     ,SJC   ,SAN ,417     ,2.0   ,8.0    ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
323373  ,2008,1    ,31        ,4        ,1506.0 ,1454      ,1648.0 ,1630      ,EV           ,4161     ,N758EV ,162.0            ,156.0         ,138.0  ,18.0    ,12.0    ,ATL   ,AUS ,813     ,3.0   ,21.0   ,false    ,N               ,false   ,12.0        ,0.0         ,6.0     ,0.0          ,0.0              ,2008-01
323375  ,2008,1    ,2         ,3        ,1550.0 ,1448      ,1712.0 ,1604      ,EV           ,4161     ,N977EV ,82.0             ,76.0          ,32.0   ,68.0    ,62.0    ,ATL   ,TLH ,223     ,3.0   ,47.0   ,false    ,N               ,false   ,62.0        ,0.0         ,6.0     ,0.0          ,0.0              ,2008-01
323378  ,2008,1    ,6         ,7        ,1905.0 ,1750      ,1858.0 ,1747      ,EV           ,4162     ,N681BR ,53.0             ,57.0          ,27.0   ,71.0    ,75.0    ,ATL   ,BHM ,134     ,4.0   ,22.0   ,false    ,N               ,false   ,71.0        ,0.0         ,0.0     ,0.0          ,0.0              ,2008-01
323380  ,2008,1    ,8         ,2        ,1829.0 ,1750      ,1852.0 ,1747      ,EV           ,4162     ,N847AS ,83.0             ,57.0          ,34.0   ,65.0    ,39.0    ,ATL   ,BHM ,134     ,3.0   ,46.0   ,false    ,N               ,false   ,13.0        ,0.0         ,26.0    ,0.0          ,26.0             ,2008-01
323382  ,2008,1    ,10        ,4        ,2010.0 ,1750      ,2001.0 ,1747      ,EV           ,4162     ,N857AS ,51.0             ,57.0          ,27.0   ,134.0   ,140.0   ,ATL   ,BHM ,134     ,3.0   ,21.0   ,false    ,N               ,false   ,134.0       ,0.0         ,0.0     ,0.0          ,0.0              ,2008-01
323385  ,2008,1    ,14        ,1        ,1801.0 ,1750      ,1743.0 ,1747      ,EV           ,4162     ,N971EV ,42.0             ,57.0          ,27.0   ,-4.0    ,11.0    ,ATL   ,BHM ,134     ,2.0   ,13.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
323387  ,2008,1    ,16        ,3        ,1921.0 ,1750      ,2113.0 ,1747      ,EV           ,4162     ,N838AS ,172.0            ,57.0          ,34.0   ,206.0   ,91.0    ,ATL   ,BHM ,134     ,4.0   ,134.0  ,false    ,N               ,false   ,0.0         ,91.0        ,115.0   ,0.0          ,0.0              ,2008-01
323388  ,2008,1    ,17        ,4        ,1903.0 ,1750      ,1856.0 ,1747      ,EV           ,4162     ,N878AS ,53.0             ,57.0          ,32.0   ,69.0    ,73.0    ,ATL   ,BHM ,134     ,3.0   ,18.0   ,false    ,N               ,false   ,19.0        ,0.0         ,0.0     ,0.0          ,50.0             ,2008-01
323390  ,2008,1    ,21        ,1        ,1758.0 ,1750      ,1745.0 ,1747      ,EV           ,4162     ,N925EV ,47.0             ,57.0          ,32.0   ,-2.0    ,8.0     ,ATL   ,BHM ,134     ,2.0   ,13.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
323391  ,2008,1    ,22        ,2        ,1802.0 ,1750      ,1750.0 ,1747      ,EV           ,4162     ,N820AS ,48.0             ,57.0          ,35.0   ,3.0     ,12.0    ,ATL   ,BHM ,134     ,2.0   ,11.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
1365    ,2008,1    ,3         ,4        ,1523.0 ,1445      ,2126.0 ,2055      ,WN           ,1686     ,N207WN ,243.0            ,250.0         ,230.0  ,31.0    ,38.0    ,PHX   ,BWI ,1999    ,4.0   ,9.0    ,false    ,N               ,false   ,0.0         ,0.0         ,0.0     ,5.0          ,26.0             ,2008-01
25205   ,2008,1    ,10        ,4        ,1319.0 ,1300      ,1514.0 ,1510      ,WN           ,635      ,N713SW ,115.0            ,130.0         ,103.0  ,4.0     ,19.0    ,SJC   ,SEA ,697     ,6.0   ,6.0    ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
323394  ,2008,1    ,25        ,5        ,1758.0 ,1750      ,1755.0 ,1747      ,EV           ,4162     ,N828AS ,57.0             ,57.0          ,35.0   ,8.0     ,8.0     ,ATL   ,BHM ,134     ,3.0   ,19.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
323395  ,2008,1    ,27        ,7        ,1804.0 ,1750      ,1749.0 ,1747      ,EV           ,4162     ,N853AS ,45.0             ,57.0          ,23.0   ,2.0     ,14.0    ,ATL   ,BHM ,134     ,3.0   ,19.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
323398  ,2008,1    ,30        ,3        ,1807.0 ,1750      ,1753.0 ,1747      ,EV           ,4162     ,N853AS ,46.0             ,57.0          ,29.0   ,6.0     ,17.0    ,ATL   ,BHM ,134     ,2.0   ,15.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
323399  ,2008,1    ,31        ,4        ,1829.0 ,1750      ,1830.0 ,1747      ,EV           ,4162     ,N834AS ,61.0             ,57.0          ,40.0   ,43.0    ,39.0    ,ATL   ,BHM ,134     ,3.0   ,18.0   ,false    ,N               ,false   ,39.0        ,0.0         ,4.0     ,0.0          ,0.0              ,2008-01
323400  ,2008,1    ,1         ,2        ,1500.0 ,1437      ,1608.0 ,1552      ,EV           ,4162     ,N976EV ,68.0             ,75.0          ,55.0   ,16.0    ,23.0    ,CAK   ,CVG ,214     ,8.0   ,5.0    ,false    ,N               ,false   ,0.0         ,16.0        ,0.0     ,0.0          ,0.0              ,2008-01
323401  ,2008,1    ,1         ,2        ,1328.0 ,1315      ,1440.0 ,1417      ,EV           ,4162     ,N976EV ,72.0             ,62.0          ,50.0   ,23.0    ,13.0    ,CVG   ,CAK ,214     ,7.0   ,15.0   ,false    ,N               ,false   ,13.0        ,0.0         ,10.0    ,0.0          ,0.0              ,2008-01
323403  ,2008,1    ,2         ,3        ,1551.0 ,1526      ,1710.0 ,1644      ,EV           ,4163     ,N710EV ,79.0             ,78.0          ,49.0   ,26.0    ,25.0    ,ATL   ,DAB ,366     ,2.0   ,28.0   ,false    ,N               ,false   ,16.0        ,0.0         ,1.0     ,0.0          ,9.0              ,2008-01
323404  ,2008,1    ,3         ,4        ,1535.0 ,1505      ,1700.0 ,1640      ,EV           ,4163     ,N390CA ,85.0             ,95.0          ,66.0   ,20.0    ,30.0    ,ATL   ,DAY ,432     ,4.0   ,15.0   ,false    ,N               ,false   ,20.0        ,0.0         ,0.0     ,0.0          ,0.0              ,2008-01
323406  ,2008,1    ,5         ,6        ,1311.0 ,1300      ,1430.0 ,1434      ,EV           ,4163     ,N825AS ,79.0             ,94.0          ,64.0   ,-4.0    ,11.0    ,ATL   ,DAY ,432     ,6.0   ,9.0    ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
323408  ,2008,1    ,7         ,1        ,1511.0 ,1505      ,1632.0 ,1640      ,EV           ,4163     ,N710EV ,81.0             ,95.0          ,62.0   ,-8.0    ,6.0     ,ATL   ,DAY ,432     ,4.0   ,15.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
25208   ,2008,1    ,10        ,4        ,2009.0 ,1950      ,2118.0 ,2105      ,WN           ,279      ,N420WN ,69.0             ,75.0          ,55.0   ,13.0    ,19.0    ,SJC   ,SNA ,342     ,4.0   ,10.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
323409  ,2008,1    ,9         ,3        ,1515.0 ,1505      ,1655.0 ,1642      ,EV           ,4163     ,N828AS ,100.0            ,97.0          ,64.0   ,13.0    ,10.0    ,ATL   ,DAY ,432     ,3.0   ,33.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
323411  ,2008,1    ,11        ,5        ,1545.0 ,1505      ,1720.0 ,1640      ,EV           ,4163     ,N331CA ,95.0             ,95.0          ,61.0   ,40.0    ,40.0    ,ATL   ,DAY ,432     ,6.0   ,28.0   ,false    ,N               ,false   ,0.0         ,0.0         ,40.0    ,0.0          ,0.0              ,2008-01
323413  ,2008,1    ,13        ,7        ,1540.0 ,1505      ,1655.0 ,1642      ,EV           ,4163     ,N970EV ,75.0             ,97.0          ,63.0   ,13.0    ,35.0    ,ATL   ,DAY ,432     ,2.0   ,10.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
323414  ,2008,1    ,14        ,1        ,1535.0 ,1505      ,1708.0 ,1642      ,EV           ,4163     ,N686BR ,93.0             ,97.0          ,72.0   ,26.0    ,30.0    ,ATL   ,DAY ,432     ,6.0   ,15.0   ,false    ,N               ,false   ,26.0        ,0.0         ,0.0     ,0.0          ,0.0              ,2008-01
323417  ,2008,1    ,18        ,5        ,1548.0 ,1505      ,1709.0 ,1642      ,EV           ,4163     ,N886AS ,81.0             ,97.0          ,66.0   ,27.0    ,43.0    ,ATL   ,DAY ,432     ,3.0   ,12.0   ,false    ,N               ,false   ,27.0        ,0.0         ,0.0     ,0.0          ,0.0              ,2008-01
323418  ,2008,1    ,19        ,6        ,1326.0 ,1300      ,1512.0 ,1434      ,EV           ,4163     ,N830AS ,106.0            ,94.0          ,58.0   ,38.0    ,26.0    ,ATL   ,DAY ,432     ,3.0   ,45.0   ,false    ,N               ,false   ,26.0        ,0.0         ,12.0    ,0.0          ,0.0              ,2008-01
323419  ,2008,1    ,20        ,7        ,1531.0 ,1505      ,1655.0 ,1642      ,EV           ,4163     ,N972EV ,84.0             ,97.0          ,65.0   ,13.0    ,26.0    ,ATL   ,DAY ,432     ,3.0   ,16.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
323429  ,2008,1    ,3         ,4        ,2104.0 ,2020      ,2123.0 ,2101      ,EV           ,4164     ,N867AS ,79.0             ,101.0         ,64.0   ,22.0    ,44.0    ,ATL   ,BTR ,449     ,4.0   ,11.0   ,false    ,N               ,false   ,22.0        ,0.0         ,0.0     ,0.0          ,0.0              ,2008-01
323430  ,2008,1    ,4         ,5        ,2156.0 ,2020      ,2231.0 ,2101      ,EV           ,4164     ,N922EV ,95.0             ,101.0         ,71.0   ,90.0    ,96.0    ,ATL   ,BTR ,449     ,4.0   ,20.0   ,false    ,N               ,false   ,52.0        ,0.0         ,0.0     ,0.0          ,38.0             ,2008-01
323432  ,2008,1    ,6         ,7        ,2115.0 ,2020      ,2140.0 ,2101      ,EV           ,4164     ,N684BR ,85.0             ,101.0         ,67.0   ,39.0    ,55.0    ,ATL   ,BTR ,449     ,5.0   ,13.0   ,false    ,N               ,false   ,39.0        ,0.0         ,0.0     ,0.0          ,0.0              ,2008-01
25215   ,2008,1    ,10        ,4        ,1750.0 ,1740      ,1908.0 ,1855      ,WN           ,3411     ,N769SW ,78.0             ,75.0          ,56.0   ,13.0    ,10.0    ,SJC   ,SNA ,342     ,5.0   ,17.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
323433  ,2008,1    ,7         ,1        ,2105.0 ,2020      ,2136.0 ,2101      ,EV           ,4164     ,N848AS ,91.0             ,101.0         ,73.0   ,35.0    ,45.0    ,ATL   ,BTR ,449     ,4.0   ,14.0   ,false    ,N               ,false   ,35.0        ,0.0         ,0.0     ,0.0          ,0.0              ,2008-01
323434  ,2008,1    ,8         ,2        ,2031.0 ,2020      ,2104.0 ,2101      ,EV           ,4164     ,N929EV ,93.0             ,101.0         ,76.0   ,3.0     ,11.0    ,ATL   ,BTR ,449     ,3.0   ,14.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
323435  ,2008,1    ,9         ,3        ,2044.0 ,2020      ,2125.0 ,2101      ,EV           ,4164     ,N833AS ,101.0            ,101.0         ,72.0   ,24.0    ,24.0    ,ATL   ,BTR ,449     ,4.0   ,25.0   ,false    ,N               ,false   ,24.0        ,0.0         ,0.0     ,0.0          ,0.0              ,2008-01
323436  ,2008,1    ,10        ,4        ,2040.0 ,2020      ,2115.0 ,2101      ,EV           ,4164     ,N909EV ,95.0             ,101.0         ,71.0   ,14.0    ,20.0    ,ATL   ,BTR ,449     ,3.0   ,21.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
323437  ,2008,1    ,11        ,5        ,2118.0 ,2020      ,2153.0 ,2101      ,EV           ,4164     ,N873AS ,95.0             ,101.0         ,74.0   ,52.0    ,58.0    ,ATL   ,BTR ,449     ,3.0   ,18.0   ,false    ,N               ,false   ,52.0        ,0.0         ,0.0     ,0.0          ,0.0              ,2008-01
323444  ,2008,1    ,18        ,5        ,2035.0 ,2020      ,2122.0 ,2101      ,EV           ,4164     ,N836AS ,107.0            ,101.0         ,75.0   ,21.0    ,15.0    ,ATL   ,BTR ,449     ,6.0   ,26.0   ,false    ,N               ,false   ,0.0         ,0.0         ,21.0    ,0.0          ,0.0              ,2008-01
323445  ,2008,1    ,21        ,1        ,2125.0 ,2020      ,2208.0 ,2101      ,EV           ,4164     ,N979EV ,103.0            ,101.0         ,72.0   ,67.0    ,65.0    ,ATL   ,BTR ,449     ,6.0   ,25.0   ,false    ,N               ,false   ,65.0        ,0.0         ,2.0     ,0.0          ,0.0              ,2008-01
323447  ,2008,1    ,23        ,3        ,2027.0 ,2020      ,2110.0 ,2101      ,EV           ,4164     ,N873AS ,103.0            ,101.0         ,77.0   ,9.0     ,7.0     ,ATL   ,BTR ,449     ,4.0   ,22.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
323448  ,2008,1    ,24        ,4        ,2032.0 ,2020      ,2106.0 ,2101      ,EV           ,4164     ,N856AS ,94.0             ,101.0         ,73.0   ,5.0     ,12.0    ,ATL   ,BTR ,449     ,6.0   ,15.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
323453  ,2008,1    ,29        ,2        ,2200.0 ,2020      ,2255.0 ,2101      ,EV           ,4164     ,N873AS ,115.0            ,101.0         ,87.0   ,114.0   ,100.0   ,ATL   ,BTR ,449     ,10.0  ,18.0   ,false    ,N               ,false   ,0.0         ,0.0         ,14.0    ,0.0          ,100.0            ,2008-01
25218   ,2008,1    ,10        ,4        ,1652.0 ,1625      ,1806.0 ,1730      ,WN           ,1022     ,N324SW ,74.0             ,65.0          ,52.0   ,36.0    ,27.0    ,SLC   ,BOI ,291     ,3.0   ,19.0   ,false    ,N               ,false   ,4.0         ,0.0         ,9.0     ,0.0          ,23.0             ,2008-01
323454  ,2008,1    ,30        ,3        ,2108.0 ,2020      ,2134.0 ,2101      ,EV           ,4164     ,N837AS ,86.0             ,101.0         ,73.0   ,33.0    ,48.0    ,ATL   ,BTR ,449     ,3.0   ,10.0   ,false    ,N               ,false   ,33.0        ,0.0         ,0.0     ,0.0          ,0.0              ,2008-01
323455  ,2008,1    ,31        ,4        ,2227.0 ,2020      ,2307.0 ,2101      ,EV           ,4164     ,N682BR ,100.0            ,101.0         ,76.0   ,126.0   ,127.0   ,ATL   ,BTR ,449     ,5.0   ,19.0   ,false    ,N               ,false   ,126.0       ,0.0         ,0.0     ,0.0          ,0.0              ,2008-01
323464  ,2008,1    ,10        ,4        ,1505.0 ,1450      ,1552.0 ,1535      ,EV           ,4165     ,N706EV ,107.0            ,105.0         ,79.0   ,17.0    ,15.0    ,ATL   ,STL ,483     ,5.0   ,23.0   ,false    ,N               ,false   ,15.0        ,0.0         ,2.0     ,0.0          ,0.0              ,2008-01
323465  ,2008,1    ,19        ,6        ,1915.0 ,1627      ,2152.0 ,1923      ,EV           ,4165     ,N331CA ,97.0             ,116.0         ,80.0   ,149.0   ,168.0   ,HOU   ,ATL ,696     ,11.0  ,6.0    ,false    ,N               ,false   ,0.0         ,0.0         ,149.0   ,0.0          ,0.0              ,2008-01
323468  ,2008,1    ,2         ,3        ,750.0  ,710       ,948.0  ,915       ,EV           ,4165     ,N872AS ,118.0            ,125.0         ,98.0   ,33.0    ,40.0    ,ORF   ,ATL ,516     ,12.0  ,8.0    ,false    ,N               ,false   ,33.0        ,0.0         ,0.0     ,0.0          ,0.0              ,2008-01
323469  ,2008,1    ,10        ,4        ,1632.0 ,1605      ,1934.0 ,1839      ,EV           ,4165     ,N706EV ,122.0            ,94.0          ,96.0   ,55.0    ,27.0    ,STL   ,ATL ,483     ,11.0  ,15.0   ,false    ,N               ,false   ,0.0         ,0.0         ,28.0    ,0.0          ,27.0             ,2008-01
323471  ,2008,1    ,4         ,5        ,1255.0 ,1230      ,1335.0 ,1313      ,EV           ,4166     ,N851AS ,40.0             ,43.0          ,19.0   ,22.0    ,25.0    ,ATL   ,CSG ,83      ,5.0   ,16.0   ,false    ,N               ,false   ,22.0        ,0.0         ,0.0     ,0.0          ,0.0              ,2008-01
323475  ,2008,1    ,8         ,2        ,1240.0 ,1230      ,1319.0 ,1313      ,EV           ,4166     ,N925EV ,39.0             ,43.0          ,21.0   ,6.0     ,10.0    ,ATL   ,CSG ,83      ,2.0   ,16.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
323484  ,2008,1    ,17        ,4        ,1320.0 ,1230      ,1405.0 ,1313      ,EV           ,4166     ,N824AS ,45.0             ,43.0          ,26.0   ,52.0    ,50.0    ,ATL   ,CSG ,83      ,3.0   ,16.0   ,false    ,N               ,false   ,50.0        ,0.0         ,2.0     ,0.0          ,0.0              ,2008-01
323488  ,2008,1    ,21        ,1        ,1251.0 ,1230      ,1331.0 ,1313      ,EV           ,4166     ,N870AS ,40.0             ,43.0          ,21.0   ,18.0    ,21.0    ,ATL   ,CSG ,83      ,3.0   ,16.0   ,false    ,N               ,false   ,18.0        ,0.0         ,0.0     ,0.0          ,0.0              ,2008-01
25220   ,2008,1    ,10        ,4        ,1943.0 ,1935      ,2044.0 ,2045      ,WN           ,1662     ,N459WN ,61.0             ,70.0          ,48.0   ,-1.0    ,8.0     ,SLC   ,BOI ,291     ,2.0   ,11.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
323491  ,2008,1    ,24        ,4        ,1248.0 ,1230      ,1324.0 ,1313      ,EV           ,4166     ,N682BR ,36.0             ,43.0          ,18.0   ,11.0    ,18.0    ,ATL   ,CSG ,83      ,3.0   ,15.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
323494  ,2008,1    ,27        ,7        ,1243.0 ,1230      ,1331.0 ,1313      ,EV           ,4166     ,N683BR ,48.0             ,43.0          ,18.0   ,18.0    ,13.0    ,ATL   ,CSG ,83      ,4.0   ,26.0   ,false    ,N               ,false   ,4.0         ,9.0         ,5.0     ,0.0          ,0.0              ,2008-01
323495  ,2008,1    ,28        ,1        ,1237.0 ,1230      ,1320.0 ,1313      ,EV           ,4166     ,N837AS ,43.0             ,43.0          ,19.0   ,7.0     ,7.0     ,ATL   ,CSG ,83      ,4.0   ,20.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
323499  ,2008,1    ,1         ,2        ,2031.0 ,2015      ,2153.0 ,2154      ,EV           ,4166     ,N872AS ,82.0             ,99.0          ,64.0   ,-1.0    ,16.0    ,ATL   ,ORF ,516     ,4.0   ,14.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
323500  ,2008,1    ,3         ,4        ,815.0  ,800       ,829.0  ,807       ,EV           ,4167     ,N927EV ,74.0             ,67.0          ,38.0   ,22.0    ,15.0    ,ATL   ,BNA ,214     ,3.0   ,33.0   ,false    ,N               ,false   ,15.0        ,0.0         ,7.0     ,0.0          ,0.0              ,2008-01
323505  ,2008,1    ,8         ,2        ,806.0  ,800       ,803.0  ,807       ,EV           ,4167     ,N974EV ,57.0             ,67.0          ,38.0   ,-4.0    ,6.0     ,ATL   ,BNA ,214     ,9.0   ,10.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
323509  ,2008,1    ,12        ,6        ,815.0  ,800       ,818.0  ,807       ,EV           ,4167     ,N970EV ,63.0             ,67.0          ,40.0   ,11.0    ,15.0    ,ATL   ,BNA ,214     ,7.0   ,16.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
323513  ,2008,1    ,16        ,3        ,829.0  ,800       ,823.0  ,807       ,EV           ,4167     ,N882AS ,54.0             ,67.0          ,38.0   ,16.0    ,29.0    ,ATL   ,BNA ,214     ,7.0   ,9.0    ,false    ,N               ,false   ,16.0        ,0.0         ,0.0     ,0.0          ,0.0              ,2008-01
323516  ,2008,1    ,19        ,6        ,806.0  ,800       ,803.0  ,807       ,EV           ,4167     ,N905EV ,57.0             ,67.0          ,38.0   ,-4.0    ,6.0     ,ATL   ,BNA ,214     ,5.0   ,14.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
323518  ,2008,1    ,21        ,1        ,835.0  ,800       ,828.0  ,807       ,EV           ,4167     ,N852AS ,53.0             ,67.0          ,39.0   ,21.0    ,35.0    ,ATL   ,BNA ,214     ,5.0   ,9.0    ,false    ,N               ,false   ,21.0        ,0.0         ,0.0     ,0.0          ,0.0              ,2008-01
25229   ,2008,1    ,10        ,4        ,2141.0 ,2045      ,2155.0 ,2105      ,WN           ,159      ,N277WN ,74.0             ,80.0          ,58.0   ,50.0    ,56.0    ,SLC   ,LAS ,368     ,9.0   ,7.0    ,false    ,N               ,false   ,0.0         ,0.0         ,0.0     ,0.0          ,50.0             ,2008-01
323522  ,2008,1    ,25        ,5        ,828.0  ,800       ,822.0  ,807       ,EV           ,4167     ,N824AS ,54.0             ,67.0          ,38.0   ,15.0    ,28.0    ,ATL   ,BNA ,214     ,6.0   ,10.0   ,false    ,N               ,false   ,15.0        ,0.0         ,0.0     ,0.0          ,0.0              ,2008-01
323524  ,2008,1    ,27        ,7        ,839.0  ,800       ,840.0  ,807       ,EV           ,4167     ,N855AS ,61.0             ,67.0          ,44.0   ,33.0    ,39.0    ,ATL   ,BNA ,214     ,5.0   ,12.0   ,false    ,N               ,false   ,33.0        ,0.0         ,0.0     ,0.0          ,0.0              ,2008-01
323529  ,2008,1    ,1         ,2        ,2246.0 ,2120      ,2342.0 ,2226      ,EV           ,4167     ,N916EV ,56.0             ,66.0          ,42.0   ,76.0    ,86.0    ,ATL   ,TRI ,227     ,6.0   ,8.0    ,false    ,N               ,false   ,76.0        ,0.0         ,0.0     ,0.0          ,0.0              ,2008-01
323532  ,2008,1    ,4         ,5        ,1329.0 ,1305      ,1512.0 ,1503      ,EV           ,4168     ,N719EV ,103.0            ,118.0         ,89.0   ,9.0     ,24.0    ,ATL   ,DTW ,594     ,4.0   ,10.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
323533  ,2008,1    ,6         ,7        ,1311.0 ,1305      ,1502.0 ,1503      ,EV           ,4168     ,N752EV ,111.0            ,118.0         ,92.0   ,-1.0    ,6.0     ,ATL   ,DTW ,594     ,8.0   ,11.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
323535  ,2008,1    ,8         ,2        ,1526.0 ,1305      ,1716.0 ,1503      ,EV           ,4168     ,N723EV ,110.0            ,118.0         ,83.0   ,133.0   ,141.0   ,ATL   ,DTW ,594     ,5.0   ,22.0   ,false    ,N               ,false   ,133.0       ,0.0         ,0.0     ,0.0          ,0.0              ,2008-01
323538  ,2008,1    ,11        ,5        ,1320.0 ,1305      ,1504.0 ,1503      ,EV           ,4168     ,N718EV ,104.0            ,118.0         ,83.0   ,1.0     ,15.0    ,ATL   ,DTW ,594     ,10.0  ,11.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
323544  ,2008,1    ,17        ,4        ,1318.0 ,1305      ,1457.0 ,1503      ,EV           ,4168     ,N744EV ,99.0             ,118.0         ,80.0   ,-6.0    ,13.0    ,ATL   ,DTW ,594     ,6.0   ,13.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
323545  ,2008,1    ,18        ,5        ,1404.0 ,1305      ,1542.0 ,1503      ,EV           ,4168     ,N744EV ,98.0             ,118.0         ,79.0   ,39.0    ,59.0    ,ATL   ,DTW ,594     ,8.0   ,11.0   ,false    ,N               ,false   ,39.0        ,0.0         ,0.0     ,0.0          ,0.0              ,2008-01
323548  ,2008,1    ,21        ,1        ,1350.0 ,1305      ,1532.0 ,1503      ,EV           ,4168     ,N760EV ,102.0            ,118.0         ,85.0   ,29.0    ,45.0    ,ATL   ,DTW ,594     ,5.0   ,12.0   ,false    ,N               ,false   ,29.0        ,0.0         ,0.0     ,0.0          ,0.0              ,2008-01
25231   ,2008,1    ,10        ,4        ,1906.0 ,1855      ,1922.0 ,1915      ,WN           ,400      ,N770SA ,76.0             ,80.0          ,60.0   ,7.0     ,11.0    ,SLC   ,LAS ,368     ,5.0   ,11.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
323554  ,2008,1    ,27        ,7        ,1312.0 ,1305      ,1500.0 ,1503      ,EV           ,4168     ,N722EV ,108.0            ,118.0         ,90.0   ,-3.0    ,7.0     ,ATL   ,DTW ,594     ,5.0   ,13.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
